      648
  0.2031048800000000E+01  0.5850337100000000E+01  0.7055843000000001E+00
  0.1253991300000000E+01  0.5421770200000000E+01  0.1191663700000000E+01
  0.1949515800000000E+01  0.5626818500000000E+01 -0.2778552000000000E+00
  0.2433764900000000E+01  0.4274375700000000E+01  0.5771180150000000E+02
  0.2872666400000000E+01  0.3362813900000000E+01  0.5769832130000000E+02
  0.1562313000000000E+01  0.4212152100000000E+01  0.5720144750000000E+02
  0.1496672800000000E+01  0.5848255700000000E+01  0.7112920300000000E+01
  0.5509500000000001E+00  0.6109520200000000E+01  0.7360125800000000E+01
  0.1464454200000000E+01  0.4949150700000000E+01  0.6649959100000000E+01
  0.3657271600000000E+01  0.5936505800000000E+02  0.5537850380000000E+02
  0.3624838600000000E+01  0.5840523240000000E+02  0.5506000520000000E+02
  0.3417197800000000E+01  0.5937926770000000E+02  0.5636131760000000E+02
  0.6143474580000000E+02  0.5974475860000000E+02  0.7542079700000000E+01
  0.6073015690000000E+02  0.5971500870000000E+02  0.8267635100000000E+01
  0.6096873280000000E+02  0.5989157200000000E+02  0.6656054900000000E+01
  0.9593717000000000E+00  0.9620216500000000E+01  0.7850521200000000E+01
  0.1739769300000000E+01  0.9856663899999999E+01  0.7251493900000000E+01
  0.1003125500000000E+01  0.1020896080000000E+02  0.8672242799999999E+01
  0.5807836060000000E+02  0.7471360600000000E+01  0.5465718500000000E+01
  0.5903283600000000E+02  0.7805705100000000E+01  0.5496506100000000E+01
  0.5746267320000000E+02  0.8274205900000000E+01  0.5477132800000000E+01
  0.6391290660000000E+02  0.4250732100000000E+01  0.1323082200000000E+01
  0.6332531930000000E+02  0.4465383000000000E+01  0.5278272000000001E+00
  0.6335639000000000E+02  0.4350521300000000E+01  0.2162185300000000E+01
  0.5852702900000000E+01  0.6069754600000000E+02  0.5630984780000000E+02
  0.5163191000000000E+01  0.6020938400000000E+02  0.5575304510000000E+02
  0.5467627000000000E+01  0.6159576890000000E+02  0.5657190800000000E+02
  0.1162289500000000E+02  0.4893644700000000E+01  0.6198699470000000E+02
  0.1250298260000000E+02  0.4444034700000000E+01  0.6220392230000000E+02
  0.1147340060000000E+02  0.5634715000000000E+01  0.6265947340000000E+02
  0.5802390600000000E+01  0.5557476040000000E+02  0.5067977300000000E+01
  0.6623879700000000E+01  0.5507905010000000E+02  0.4746748800000000E+01
  0.5987709200000000E+01  0.5656732560000000E+02  0.5002896200000000E+01
  0.6143854300000000E+01  0.5518568990000000E+02  0.6304231170000000E+02
  0.6818902500000000E+01  0.5550657270000000E+02  0.6372429850000000E+02
  0.5979641100000000E+01  0.5593636990000000E+02  0.6238407130000000E+02
  0.3706108000000000E+01  0.5658415320000000E+02  0.5529624460000000E+02
  0.3549089400000000E+01  0.5575823780000000E+02  0.5473324300000000E+02
  0.3385245800000000E+01  0.5639057160000000E+02  0.5623610500000000E+02
  0.5823392870000000E+02  0.6062235830000000E+02  0.5907819270000000E+02
  0.5882707600000000E+02  0.6080545430000000E+02  0.5987720010000000E+02
  0.5727043630000000E+02  0.6066988470000000E+02  0.5938345910000000E+02
  0.4610618300000000E+01  0.1176464100000000E+01  0.6068370340000000E+02
  0.5057672300000000E+01  0.2078813000000000E+01  0.6058536530000000E+02
  0.4995147600000000E+01  0.5561891000000000E+00  0.5998287680000000E+02
  0.6326813220000000E+02  0.7338618000000000E+01  0.7419172500000000E+01
  0.6305671220000000E+02  0.7688742900000000E+01  0.6493713300000000E+01
  0.6390668870000000E+02  0.7986070500000000E+01  0.7862807500000000E+01
  0.1136359300000000E+01  0.6272259230000000E+02  0.3847012800000000E+01
  0.1086730700000000E+01  0.6373313430000000E+02  0.3856992400000000E+01
  0.1077726300000000E+01  0.6241365430000000E+02  0.2885305000000000E+01
  0.5563498500000000E+02  0.5854504110000000E+02  0.6188277250000000E+02
  0.5566990380000000E+02  0.5926131730000000E+02  0.6259655480000000E+02
  0.5509456160000000E+02  0.5776856420000000E+02  0.6224164960000000E+02
  0.3076919300000000E+01  0.6070034500000000E+02  0.5149454500000000E+01
  0.2492086600000000E+01  0.6136550900000000E+02  0.4660283000000000E+01
  0.2994697100000000E+01  0.6087861060000000E+02  0.6142038100000000E+01
  0.6386994360000000E+02  0.5851204870000000E+02  0.1134740470000000E+02
  0.6409690860000001E+02  0.5862839220000000E+02  0.1232654330000000E+02
  0.6288697720000000E+02  0.5828279020000000E+02  0.1127682210000000E+02
  0.5112559800000000E+01  0.6218634130000000E+02  0.5977973460000000E+02
  0.4391901200000000E+01  0.6224987510000000E+02  0.6048710820000000E+02
  0.5894126300000000E+01  0.6275765420000000E+02  0.6007387160000000E+02
  0.4440901000000000E+01  0.5324224470000000E+02  0.6234911920000000E+02
  0.5120565300000000E+01  0.5394685270000000E+02  0.6260475160000000E+02
  0.4543540500000000E+01  0.5246057990000000E+02  0.6298333170000000E+02
  0.6129237180000000E+02  0.6317651750000000E+02  0.6075705530000000E+02
  0.6193729400000000E+02  0.6391729350000000E+02  0.6051397800000000E+02
  0.6051350120000000E+02  0.6358759400000000E+02  0.6125519280000000E+02
  0.2203607700000000E+01  0.6544579900000000E+01  0.4069939000000000E+01
  0.2550989400000000E+01  0.5744963900000000E+01  0.3556419600000000E+01
  0.2466646300000000E+01  0.6434211700000000E+01  0.5040707000000000E+01
  0.6274566170000000E+02  0.6356916430000000E+02  0.5291855900000000E+01
  0.6343963150000000E+02  0.6283294680000000E+02  0.5304092200000000E+01
  0.6294085030000000E+02  0.6417318820000000E+02  0.4503936200000000E+01
  0.6370744700000000E+02  0.5918886180000000E+02  0.1810557700000000E+01
  0.6454530720000000E+02  0.5904554370000000E+02  0.2359387300000000E+01
  0.6293097020000000E+02  0.5931289200000000E+02  0.2447316900000000E+01
  0.6329603670000000E+02  0.1165842890000000E+02  0.3790075200000000E+01
  0.6398535250000000E+02  0.1093930480000000E+02  0.3612695600000000E+01
  0.6254836080000000E+02  0.1155123710000000E+02  0.3116833600000000E+01
  0.6074426650000000E+02  0.5551398750000000E+02  0.6133683900000000E+01
  0.6136812690000000E+02  0.5526241300000000E+02  0.5377860700000000E+01
  0.6130664350000000E+02  0.5575532440000000E+02  0.6939444000000000E+01
  0.7785995000000000E+00  0.6909171900000000E+01  0.5998494630000000E+02
  0.1703145800000000E+01  0.7090870100000000E+01  0.5961621760000000E+02
  0.1577726000000000E+00  0.6732107400000000E+01  0.5920585630000000E+02
  0.6007554500000000E+01  0.5841876980000000E+02  0.7460623400000000E+01
  0.5300817500000000E+01  0.5775025370000000E+02  0.7738781000000000E+01
  0.5837786800000000E+01  0.5867403510000000E+02  0.6496372200000000E+01
  0.5751537320000000E+02  0.5763171670000000E+02  0.5764783380000000E+02
  0.5773703570000000E+02  0.5674685000000000E+02  0.5721006870000000E+02
  0.5786129470000000E+02  0.5760848050000000E+02  0.5859838960000000E+02
  0.7477965900000000E+01  0.6723779000000000E+00  0.4729267100000000E+01
  0.7437229700000000E+01  0.7655647000000000E+00  0.5735954000000000E+01
  0.6588960300000000E+01  0.9703495000000000E+00  0.4348947100000000E+01
  0.6375452990000000E+02  0.5389589790000000E+02  0.6250354770000000E+02
  0.6348657130000000E+02  0.5292043690000000E+02  0.6252445700000000E+02
  0.6448498250000000E+02  0.5400732520000000E+02  0.6181232450000000E+02
  0.5991643910000000E+02  0.5517984870000000E+02  0.2986738700000000E+01
  0.5996427540000000E+02  0.5614735130000000E+02  0.2694485800000000E+01
  0.5976342200000000E+02  0.5515988350000000E+02  0.3986713000000000E+01
  0.5602139000000000E+02  0.6264324670000000E+02  0.6141567230000000E+02
  0.5695611950000000E+02  0.6297192570000000E+02  0.6121071340000000E+02
  0.5579338550000000E+02  0.6191035750000000E+02  0.6075639250000000E+02
  0.2268699300000000E+01  0.9503076000000000E+00  0.6205980300000000E+02
  0.2450129500000000E+01  0.1098077600000000E+01  0.6304418560000000E+02
  0.3142126800000000E+01  0.1053011500000000E+01  0.6155946730000000E+02
  0.6114764690000000E+02  0.5758297440000000E+02  0.5364048960000000E+02
  0.6062043670000000E+02  0.5675627230000000E+02  0.5389023300000000E+02
  0.6131968020000000E+02  0.5755787370000000E+02  0.5264372830000000E+02
  0.7063450999999999E+00  0.1031712500000000E+01  0.6649316500000000E+01
 -0.1317688000000000E+00  0.5812000000000000E+00  0.6305274400000000E+01
  0.1378217300000000E+01  0.3118671000000000E+00  0.6882064300000000E+01
  0.4908677900000000E+01  0.7947589800000000E+01  0.2916575100000000E+01
  0.4152147200000000E+01  0.8392281499999999E+01  0.2412916700000000E+01
  0.4657694700000000E+01  0.7912991600000000E+01  0.3896152400000000E+01
  0.6174560070000000E+02  0.4485222100000000E+01  0.5491117000000000E+02
  0.6119324680000000E+02  0.5327374900000000E+01  0.5481399540000000E+02
  0.6112765790000000E+02  0.3733146200000000E+01  0.5518738270000000E+02
  0.6093960760000000E+02  0.6200286860000000E+02  0.3866290800000000E+01
  0.6167896270000000E+02  0.6255301000000000E+02  0.4283972700000000E+01
  0.6105328560000000E+02  0.6203343390000000E+02  0.2861350800000000E+01
  0.7536224100000000E+01  0.6038345700000000E+01  0.6251181600000000E+02
  0.8144328600000000E+01  0.5230767100000000E+01  0.6255408290000000E+02
  0.6589968800000000E+01  0.5730249300000000E+01  0.6269467830000000E+02
  0.5907602790000000E+02  0.5033695700000000E+01  0.6150308130000000E+02
  0.5901285650000000E+02  0.4706192600000000E+01  0.6245833870000000E+02
  0.6001397130000000E+02  0.5381138300000000E+01  0.6135041240000000E+02
  0.5805852890000000E+02  0.3624449100000000E+01  0.4944089890000000E+02
  0.5718920710000000E+02  0.3782718200000000E+01  0.4894795420000000E+02
  0.5879741190000000E+02  0.3533775500000000E+01  0.4875563150000000E+02
  0.5701481820000000E+02  0.3066277800000000E+01  0.5521789070000000E+02
  0.5674110890000000E+02  0.4039624000000000E+01  0.5525585650000000E+02
  0.5748233800000000E+02  0.2904561800000000E+01  0.5433526040000000E+02
  0.5884755130000000E+02  0.4708563400000000E+01  0.5154226400000000E+01
  0.5846653940000000E+02  0.5645571900000000E+01  0.5129607900000000E+01
  0.5985593320000000E+02  0.4777037500000000E+01  0.5106921800000000E+01
  0.4375328000000000E+00  0.1370463610000000E+02  0.5169528700000000E+01
 -0.1118564000000000E+00  0.1299763320000000E+02  0.4698274100000000E+01
 -0.1952793000000000E+00  0.1430806040000000E+02  0.5678634600000000E+01
  0.6330270290000000E+02  0.6105005740000000E+02  0.6113545420000000E+02
  0.6385197640000000E+02  0.6116785530000000E+02  0.6197699070000000E+02
  0.6250949380000000E+02  0.6167612550000000E+02  0.6118661880000000E+02
  0.9523841700000000E+01  0.4616994300000000E+01  0.1378981500000000E+01
  0.9360660899999999E+01  0.4398003500000000E+01  0.4047246000000000E+00
  0.9179194600000001E+01  0.3846664100000000E+01  0.1937167000000000E+01
  0.6266971110000000E+02  0.4763611900000000E+01  0.6302012920000000E+02
  0.6235737800000000E+02  0.5280026800000000E+01  0.6220801830000000E+02
  0.6308289050000000E+02  0.3896375300000000E+01  0.6270241260000000E+02
  0.5861010550000000E+02  0.5688135150000000E+02  0.7315636900000000E+01
  0.5926579950000000E+02  0.5619490620000000E+02  0.6965464900000000E+01
  0.5814444540000000E+02  0.5730513100000000E+02  0.6523593700000000E+01
  0.6092422600000000E+01  0.6392726300000000E+01  0.9054278699999999E+01
  0.6704220200000000E+01  0.5726937600000000E+01  0.9508361200000000E+01
  0.6343545300000000E+01  0.7319678700000000E+01  0.9372804199999999E+01
  0.5535247800000000E+02  0.6001464840000000E+02  0.6274911800000000E+01
  0.5437924860000000E+02  0.5991452690000000E+02  0.6016922000000000E+01
  0.5542462830000000E+02  0.5991133690000000E+02  0.7278845300000000E+01
  0.3514170600000000E+01  0.1477236900000000E+01  0.7731920500000000E+01
  0.3061693900000000E+01  0.2057443400000000E+01  0.8426461200000000E+01
  0.3026889900000000E+01  0.5912394000000000E+00  0.7695489500000000E+01
  0.6125339030000000E+02  0.5775635240000000E+02  0.1101067300000000E+02
  0.6079618450000000E+02  0.5699872490000000E+02  0.1150131110000000E+02
  0.6057492260000000E+02  0.5818982600000000E+02  0.1039785740000000E+02
  0.5562627320000000E+02  0.6053948400000000E+02  0.5981097220000000E+02
  0.5545808320000000E+02  0.5988704210000000E+02  0.6056581500000000E+02
  0.5538670060000000E+02  0.6008282660000000E+02  0.5894043920000000E+02
  0.1516689800000000E+01  0.5456118110000000E+02  0.5692077900000000E+01
  0.1924077400000000E+01  0.5387601380000000E+02  0.6315249200000000E+01
  0.2191958900000000E+01  0.5476946350000000E+02  0.4967929100000000E+01
  0.6304414750000000E+02  0.9479202000000001E+01  0.5536748200000000E+01
  0.6358336450000000E+02  0.9523739200000000E+01  0.6391747600000000E+01
  0.6328074930000000E+02  0.1028512240000000E+02  0.4972590800000000E+01
  0.5464668900000000E+01  0.5848174100000000E+02  0.6135474680000000E+02
  0.5551505700000000E+01  0.5902799610000000E+02  0.6050749780000000E+02
  0.4479963200000000E+01  0.5833707810000000E+02  0.6153692250000000E+02
  0.5869029520000000E+02  0.6364771840000000E+02  0.1085161100000000E+01
  0.5850808140000000E+02  0.6300776010000000E+02  0.3229203000000000E+00
  0.5810917380000000E+02  0.6337848660000000E+02  0.1868468800000000E+01
  0.1310169500000000E+01  0.6089549060000000E+02  0.5926090720000000E+02
  0.1972615300000000E+01  0.6130701540000000E+02  0.5990555760000000E+02
  0.4081048000000000E+00  0.6085727220000000E+02  0.5971761230000000E+02
  0.6156933780000000E+02  0.5899366380000000E+02  0.3665836700000000E+01
  0.6109747410000000E+02  0.5977098470000000E+02  0.4109545700000000E+01
  0.6092816830000000E+02  0.5856985090000000E+02  0.3007775200000000E+01
  0.4006502300000000E+01  0.8173120000000000E-01  0.1173532800000000E+01
  0.4821394700000000E+01 -0.5128930000000000E-01  0.5887104000000000E+00
  0.4322326500000000E+01  0.3240233000000000E+00  0.2103753700000000E+01
  0.6026275160000000E+02  0.3693073000000000E+00  0.6405797000000000E+01
  0.6125162600000000E+02  0.1558430000000000E+00  0.6387890600000000E+01
  0.6015371320000000E+02  0.1334157900000000E+01  0.6690288200000000E+01
  0.2174012200000000E+01  0.6084105970000000E+02  0.5372344970000000E+02
  0.2737331400000000E+01  0.6032040120000000E+02  0.5438325880000000E+02
  0.2477457200000000E+01  0.6059803010000000E+02  0.5278930660000000E+02
  0.5763257030000000E+02  0.6370254990000000E+02  0.1102210640000000E+02
  0.5818131450000000E+02  0.6425615310000001E+02  0.1037700060000000E+02
  0.5699357510000000E+02  0.6432154650000000E+02  0.1150406960000000E+02
  0.3080447900000000E+01  0.1004471780000000E+02  0.6011537300000000E+01
  0.3424503800000000E+01  0.1099522110000000E+02  0.5967594400000000E+01
  0.3877287200000000E+01  0.9423006200000000E+01  0.6059321800000000E+01
  0.6182617660000000E+02  0.1561662600000000E+01  0.7035750000000000E-01
  0.6129796030000000E+02  0.2255437100000000E+01  0.5836055000000000E+00
  0.6119122980000000E+02  0.1079479000000000E+01 -0.5526236000000000E+00
  0.7977673400000000E+01  0.7405478000000000E+00  0.5683845000000000E+00
  0.8303621400000001E+01  0.1175251700000000E+01  0.1421936900000000E+01
  0.7867316600000000E+01 -0.2502136000000000E+00  0.7415166000000000E+00
  0.8115703500000000E+01  0.1589136700000000E+01  0.6206988810000000E+02
  0.8203995800000000E+01  0.8951510000000000E+00  0.6133889670000000E+02
  0.8049953600000000E+01  0.1106261500000000E+01  0.6295660500000000E+02
  0.8833007800000001E+01  0.6066296100000000E+02  0.5969107150000000E+02
  0.8968393799999999E+01  0.6067554470000000E+02  0.5868844030000000E+02
  0.8994875499999999E+01  0.5971959590000000E+02  0.6001913070000000E+02
  0.5767747400000000E+02  0.4446783100000000E+01  0.5927760600000000E+02
  0.5816966530000000E+02  0.4649530600000000E+01  0.6013807300000000E+02
  0.5749241830000000E+02  0.5322864600000000E+01  0.5880643850000000E+02
  0.8296762100000000E+01  0.5662829880000000E+02  0.7686362300000000E+01
  0.9027132999999999E+01  0.5679523470000000E+02  0.8366400600000000E+01
  0.7549876000000000E+01  0.5728910920000000E+02  0.7857396600000000E+01
  0.8777469999999999E+01  0.9955684500000000E+01  0.8398393400000000E+01
  0.8408260300000000E+01  0.1002582190000000E+02  0.7458964600000000E+01
  0.9607850300000001E+01  0.1053108690000000E+02  0.8454442000000000E+01
  0.5230004800000000E+01  0.1552567000000000E+01  0.3658071500000000E+01
  0.4805993400000000E+01  0.2141829100000000E+01  0.4362873400000000E+01
  0.5355721100000000E+01  0.2104756500000000E+01  0.2819594400000000E+01
  0.6027548790000000E+02  0.5771344660000000E+02  0.1675722600000000E+01
  0.6057088850000000E+02  0.5798412320000000E+02  0.7466186000000000E+00
  0.5934610370000000E+02  0.5808214190000000E+02  0.1830858100000000E+01
  0.1546868500000000E+01  0.6298699860000000E+02  0.9943684000000000E+00
  0.9538791000000000E+00  0.6380109790000000E+02  0.8975777000000000E+00
  0.2506237000000000E+01  0.6330184940000000E+02  0.1059506000000000E+01
  0.5649685860000000E+02  0.6408138000000000E+00  0.6651856300000000E+01
  0.5706572060000000E+02  0.1154377000000000E+01  0.5991242500000000E+01
  0.5626436710000000E+02  0.1261167400000000E+01  0.7416624400000000E+01
  0.5447213650000000E+02  0.6937091300000000E+01  0.5408438680000000E+02
  0.5375350000000000E+02  0.6651578000000000E+01  0.5473692420000000E+02
  0.5535049440000000E+02  0.6536980900000000E+01  0.5438797000000000E+02
  0.5768025880000000E+02  0.6119101050000000E+02  0.9716920900000000E+01
  0.5746726040000000E+02  0.6192170140000000E+02  0.1038362030000000E+02
  0.5792472840000000E+02  0.6162806030000000E+02  0.8837726699999999E+01
  0.4065854600000000E+01  0.5704287050000000E+02  0.8425291200000000E+01
  0.4172724500000000E+01  0.5691038130000000E+02  0.9422681300000001E+01
  0.3164463000000000E+01  0.5667260170000000E+02  0.8152974800000001E+01
  0.5847945210000000E+02  0.6250918390000000E+02  0.7398157100000000E+01
  0.5922442440000000E+02  0.6309807300000000E+02  0.7048887000000000E+01
  0.5760163310000000E+02  0.6298979280000000E+02  0.7249142500000000E+01
  0.5705797190000000E+02  0.2768575500000000E+01  0.7155916000000000E+00
  0.5671368600000000E+02  0.2225458900000000E+01 -0.6559500000000000E-01
  0.5657292370000000E+02  0.2463649200000000E+01  0.1549563400000000E+01
  0.6231843950000000E+02  0.5068951200000000E+01  0.5784446240000000E+02
  0.6314289090000000E+02  0.4531949200000000E+01  0.5760851380000000E+02
  0.6151612760000000E+02  0.4454864600000000E+01  0.5779012680000000E+02
  0.4851804400000000E+01  0.6310307030000000E+02  0.5713715550000000E+02
  0.4883354900000000E+01  0.6295342440000000E+02  0.5813734060000000E+02
  0.3892757000000000E+01  0.6299681660000000E+02  0.5683269020000000E+02
  0.7975924000000000E+01  0.1044739840000000E+02  0.5608413200000000E+01
  0.7671026000000000E+01  0.9568803900000001E+01  0.5209828000000000E+01
  0.7710905100000000E+01  0.1118998290000000E+02  0.4974304400000000E+01
  0.5552490710000000E+02  0.6248580930000000E+02  0.5063810300000000E+01
  0.5558386330000000E+02  0.6315976140000000E+02  0.5816189700000000E+01
  0.5558270450000000E+02  0.6155901430000000E+02  0.5465640400000000E+01
  0.5936367510000000E+02  0.5896697040000000E+02  0.9483748700000000E+01
  0.5869191650000000E+02  0.5962950710000000E+02  0.9849191899999999E+01
  0.5895034790000000E+02  0.5850892540000000E+02  0.8681803400000000E+01
  0.6304054260000000E+02  0.7199372100000000E+01  0.5404242990000000E+02
  0.6344950680000000E+02  0.7714809200000000E+01  0.5481108670000000E+02
  0.6318095210000000E+02  0.6212284600000000E+01  0.5421477800000000E+02
  0.1555438900000000E+01  0.1003767970000000E+02  0.3708497000000000E+01
  0.2205108100000000E+01  0.1000258680000000E+02  0.4483390400000000E+01
  0.1964957100000000E+01  0.9536232399999999E+01  0.2930932300000000E+01
  0.6632511600000000E+01  0.5993714810000000E+02  0.2141874300000000E+01
  0.6449921100000000E+01  0.5947042940000000E+02  0.1262899600000000E+01
  0.7396623500000000E+01  0.5945792200000000E+02  0.2600391200000000E+01
  0.6257570270000000E+02  0.5694784640000000E+02  0.7699868100000000E+01
  0.6316885470000000E+02  0.5712641720000000E+02  0.6899840200000000E+01
  0.6212526320000000E+02  0.5781621930000000E+02  0.7958320400000000E+01
  0.5931379320000000E+02  0.4171318100000000E+01  0.2117767000000000E+00
  0.5839820860000000E+02  0.3742274900000000E+01  0.2490932000000000E+00
  0.5986321450000000E+02  0.3808921900000000E+01  0.9802591000000000E+00
  0.5630303600000000E+01  0.3006898200000000E+01  0.1495715500000000E+01
  0.5496668200000000E+01  0.3077290700000000E+01  0.4952417000000000E+00
  0.5272241200000000E+01  0.3851922400000000E+01  0.1921728100000000E+01
  0.6065009590000000E+02  0.5871139530000000E+02  0.6130483630000000E+02
  0.6123106480000000E+02  0.5837038040000000E+02  0.6054988860000000E+02
  0.6107473370000000E+02  0.5843266960000000E+02  0.6217990870000000E+02
  0.5516251560000000E+02  0.5921578880000000E+02  0.5714366440000000E+02
  0.5442279820000000E+02  0.5855102060000000E+02  0.5695748330000000E+02
  0.5604702470000000E+02  0.5872819420000000E+02  0.5708315370000000E+02
  0.5816139220000000E+02  0.6161278250000000E+02  0.6346050260000000E+02
